County,Name,Web Address,Physical Address,Phone Number,Email Address,Ages listed,Age categories,ABA Services (Yes or No),Early Intervention,Speech Therapy,Physical Therapy,Occupational Therapy,Community Transitions,Community Living,Parenting Education,Advocacy Support,IEP Support Services,In-School Services,Support Groups,Residential Services,Medical Provider,Hospital Treatments,Mentorship,Referrals,Other (List the other services)
Hyde,Vidant Behavioral Health - Swan Quarter,https://www.vidanthealth.com/Locations/Facilities/Vidant-Behavioral-Health-Swan-Quarter,"1221 Main St Swan Quarter, NC 27885",252-926-3751,,0+,"infants, toddlers, preschoolers, children, adolescents, adults",No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,
Hyde,Vidant Behavioral Health - Ocracoke,https://www.vidanthealth.com/Locations/Facilities/Vidant-Behavioral-Health-Ocracoke,"305 Back Rd Ocracoke, NC 27960",252-946-3666,,0+,"infants, toddlers, preschoolers, children, adolescents, adults",No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,
Hyde,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"Brody School of Medicine, Irons Building, East Carolina University, Oglesby Drive, Greenville, NC 27858-4353",252-737-1177,N/A,0-3,"infants, toddlers, preschoolers",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,North Carolina Infant-Toddler Program (NC ITP) 
Hyde,Autism Society of Eastern NC Social Recreation Program Summer Day Camp,https://www.autismsociety-nc.org/wp-content/uploads/EASTERN-NC-SOCIAL-RECREATION-PROGRAM-FAQ-6-24-18.pdf ,"101 N Church St Richlands, NC 28574, 50 College Rd Bolivia, NC 28422, 705 S Kerr Avenue Wilmington, NC 28403, 113 Roberts Road, Newport, NC 28510,  4882 Reedy Branch Road, Winterville, NC 28590",252-658-3020,,4-22,"Preschool, children, adolescents, young adults",No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes ,"Afterschool progran, day camps"
Iredell,A Bridge to Achievement,https://abridgetoachievement.com,"10502 Park Road, Suite 150, Charlotte, NC ",336-560-7878,Info@abta-aba.com,0-19,"infants, toddlers, preschoolers, children, adolescents, young adult",Yes,Yes,No,no,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,
Iredell,Pediatric Advance Therapy,https://www.pediatricadvancedtherapy.com/index.php,"134 Infield Ct, Mooresville NC 28117",704-799-6824,info@patkids.com,,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,
Iredell,Concord Children’s Developmental Services Agency (CDSA) ,https://beearly.nc.gov/,"1065 Vinehaven Drive Concord, NC 28025",704-786-9181 ,,0-3,"infants, toddlers",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,North Carolina Infant-Toddler Program (NC ITP) 
Iredell,Autism Consulting of the Carolinas,https://www.autismnc.com/,"Statesville, 28677",704-657-9217,johannabankslcsw@gmail.com,3+,"preschoolers, children, adolescents, adults",No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,
Jackson,Family Support Network of Region A,https://www.facebook.com/FamilySupportNetworkofRegionA," 87 Bonnie Lane Sylva, NC 28779
",,,,,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,
Jackson,Meridian Behavioral Health Services,meridianbhs.org,"44 Bonnie Ln, Sylva, NC 28779
",828-631-3973,info@meridianbhs.org,,"children, adults",No,Yes ,No ,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Intensive family preservation intervention
Jackson,Southwestern Child Development Services,http://www.swcdcinc.org/,"189 Grindstaff Cove Road Sylva, NC 28779",828-586-9646,,,children ,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,"Childcare centers, parenting classes "
Johnston,Dorothy Spainhour Child Development Center,http://www.easterseals.com/NCVA/our-programs/childrens-services/dorothy-spainhour.html ,"223 Hull Rd. Fayetteville, NC 28303",910-483-7283,,0-5,"Infants, toddlers, preschool",Yes ,Yes ,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,"EMPOWER Summer Camp, After school programs, adult employment services. "
Johnston,"Heidi Escoto, Licensed Psychologist",https://www.drheidiescoto.com/,"401 East Main Street, Ste 209, Clayton, NC 27520",919-534-5628,,,,Yes ,Yes ,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Disability determination 
Johnston,Freedom Behavioral Health Services ,https://www.freedom-bhs.com/,"9933 US 70 Business Hwy W, Clayton, NC 27520",919-585-2069,,0+,"infants, toddlers, preschoolers, children, adolescents, adults",No,Yes ,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,"Impulse control disorders, communication disorders, anger management. "
Johnston,"Adolescent, Child & Adult Psychiatry ",https://www.dr-maroof.com/,"501 Gateway Dr Suite 101, Clayton NC 27520",919-783-8377,,,,No,Yes ,No,No,No,No,No,Yes ,Yes,Yes,No,No,No,No,No,No,Yes,Diagnostic. Psycotherapy and counseling
Johnston,Speech Play Inc.,https://speechplayinc.com/,"2023 Joelene Dr, Rocky Mount, NC 27803",252-883-7968,carol@speechplayinc.com,,,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,
Johnston,Stepping Stones ABA,https://steppingstonesaba.com/,"4929 Darcy Woods Lane, Fuquay-Varina, NC 27526",919-810-1459,rebecca@steppingstonesaba.com,,"Toddlers, preschoolers, children, adolescents, young adults",Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,
Johnston,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"141 Storage Drive, Rocky Mount, NC 27804",252-443-0318,N/A,0-3,"infants, toddlers, preschoolers",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,North Carolina Infant-Toddler Program (NC ITP) 
Jones,Autism Society of North Carolina ,https://www.autismsociety-nc.org/,"100 E. Colonial Ave, Elizabeth City, NC 27909",252-335-1089,,0+,"Infants, toddler, preschool, children, adolescents, adults",Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,
Jones,TEACCH® Autism Program: Greenville Center,https://teacch.com/regional-centers/greenville-teacch-center/,"108-D West Fire Tower Road Winterville, NC 28590",252-830-3300,"jill_Scercy@med.unc.edu, sharonda_sutton-smith@med.unc.edu",0+,"Infants, toddler, preschool, children, adolescents, adults",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,
Jones,Priorities ABA,http://www.prioritiesaba.com/,"200 Valencia Drive Jacksonville, NC 28546","252-341-4192
",,0+,"Infants, toddlers, preschoolers, children, adolescents, adults",Yes,Yes ,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,
Jones,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/  ,"2842 Neuse Blvd New Bern, NC 28562",252-514-4770,"wendy.chapman@dhhs.nc.gov, jim.northrop@dhhs.nc.gov,  jean.frye@dhhs.nc.gov",0-3,"Infants, toddlers",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,North Carolina Infant-Toddler Program (NC ITP) 
Lee,Priorities ABA,http://www.prioritiesaba.com/,"269 Westlake Rd. Suite 201 Fayetteville, NC 28314",252-341-4192,,,,Yes,Yes ,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,
Lee,Theraplay LLC,theraplaync.com,"135 Chatham St, Sanford, NC 27330",919-774-1281,CLIENTCARE@THERAPLAYNC.COM,,"infants, toddlers, preschoolers, children, adolescents",No,Yes ,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Feeding Therapy 
Lee,Dymond Speech & Rehab,http://dymondrehab.com/,"113 Hillcrest Dr, Sanford, NC 27330",919-777-0240,dymondrehab@windstream.net,0+,"infants, toddlers, preschoolers, children, adolescents, adults",No,Yes ,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,
Lee,Floyd L. Knight Children's Center,https://www.lee.k12.nc.us/Page/19,"607 W. McIntosh St. Sanford, NC 27330",919-774-4634,,3-22,"preschoolers, children, adolescents, adults",No,Yes ,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,This school / center is focused teaching skills for functional independence. They offer a preschool program for special needs children. 
Lee,Stevens Center,https://stevens-center.org/,"1576 Kelly Dr, Sanford NC 27330",919-776-4048,office@stevenscenter.org,,,No,Yes ,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Center with recreational activities for individuals with disabilities. Licensed child care program. 
Lee,Behavioral Healthcare Associates,https://behavioralhealthcareassociates.org/,"319 Court Square, Sanford, NC 27330",919-292-1464,Info@DBABHA.org,,"children, adolescents, adults",No,Yes ,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,"Couples, family, individual and adolescent therapy. "
Lee,Stepping Stones ABA,https://steppingstonesaba.com/,"4929 Darcy Woods Lane, Fuquay-Varina, NC 27526",919-810-1459,rebecca@steppingstonesaba.com,,"Toddlers, preschoolers, children, adolescents, young adults",Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,
Lee,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/  ,"10 Parker Lane, PO Box 4359 Pinehurst, NC 28374 (Suite 1)",910-295-3133,jean.frye@dhhs.nc.gov,0-3,"Infants, toddlers",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,North Carolina Infant-Toddler Program (NC ITP) 
Lenoir,"ENC Psychological Services, PLLC",http://www.encpsychological.com/,"306 N Queen Street Kinston, NC 28502 US P.O. Box 2469",252-208-0027,,0+,"Infants, toddlers, preschoolers, children, adolescents, adults",Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,"Family therapy, behavior plans, medication management"
Lenoir,Priorities ABA,http://www.prioritiesaba.com/,"2129 S Glenburnie Rd New Bern, NC 28562 (Suite 17)","252-341-4192
",,0+,"Infants, toddlers, preschoolers, children, adolescents, adults",Yes,Yes ,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,
Lenoir,Stepping Stones ABA,https://steppingstonesaba.com/,"4929 Darcy Woods Lane, Fuquay-Varina, NC 27526",919-810-1459,rebecca@steppingstonesaba.com,,"Toddlers, preschoolers, children, adolescents, young adults",Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,
Lenoir,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/  ,"2842 Neuse Blvd New Bern, NC 28562",252-514-4770,"wendy.chapman@dhhs.nc.gov, jim.northrop@dhhs.nc.gov,  jean.frye@dhhs.nc.gov",0-3,"Infants, toddlers",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,North Carolina Infant-Toddler Program (NC ITP) 
Lincoln,Compleat Kidz,https://www.compleatkidz.com,"518 N. Generals Blvd, Suite D Lincolnton, NC 28092",,,,,Yes,Yes ,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,"ABA therapy, Aquatic therapy"
Lincoln,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"1429 East Marion Street, Suite 5, Shelby, NC 28150",704-480-5440,N/A,0-3,"infants, toddlers, preschoolers",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,North Carolina Infant-Toddler Program (NC ITP) 
McDowell ,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"145-A West Parker Rd, Morganton, NC 28655",828-433-5171,N/A,0-3,"infants, toddlers, preschoolers",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,North Carolina Infant-Toddler Program (NC ITP) 
Macon,Appalachian Community Services,https://www.acswnc.com/,"100 Thomas Heights, Suite 206 Franklin, NC 28734


",888-315-2880,,,"children, adults",No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,"Psychological testing, intensive in-home services, respite services, supported employment"
Macon,"Autism Society of NC, Macon County Chapter Meeting",https://www.autismsociety-nc.org/events/macon-county-chapter-meeting/,"81 Bethel Church Road Franklin, NC 28734",419-392-7370,mzenz@autismsociety-nc.org,,,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes ,Support group 
Macon,Family Support Network of Region A,https://www.facebook.com/FamilySupportNetworkofRegionA," 87 Bonnie Lane Sylva, NC 28779
",828-631-3900,jmiller@rapc.org,,family support ,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,
Madison,Horse Sense ,https://www.horsesenseotc.com/,"7041 Meadows Town Road, Marshall, North Carolina 28753",(828) 206-3057,Contact form on page,3+,"Toddlers, children, adolescents, young adults, adults",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Equine Therapy
Madison,Weller Counseling,https://wellercounseling.net/,"32 N MAIN ST, MARSHALL, NC 28753",(828) 373-6113,Contact form on page,3+,"Toddlers, children, adolescents, young adults, adults",No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,"Talk Therapy, Nature-Based Therapy, Equine-Assisted Psychotherapy"
Madison,Debbie Crane,https://debbiecrane.com/,"1301 Bessemer City Road,  Gastonia, NC 28052",(828) 606- 6024,Contact form on page,3+,"Toddlers, children, adolescents, young adults, adults",No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,"Cognitive Behavioral Therapy, Talk Therapy, Behavioral Management, Depression Treatment, Grief and Loss, Weight Loss Counseling, End of Life Planning, Trauma Treatment"
Madison,Growth Point Collaborative Counseling and Group Facilitation,https://www.growthpointcollaborative.com/,Online Only,(828) 548- 1378,ginelle@growthpointcollaborative.com,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Individual and Group Therapy
Mecklenburg,Firmly Rooted Counseling & Consulting,https://www.firmlyrootedcounseling.com/services,"107 N Main St Suite 201 Davidson, NC 28036 ",704-892-8003 ,annie@firmlyrootedcounseling.com,13+,Teens and adults ,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Equine Theraphy partnership 
Mecklenburg,"DeeDee Russel Psychologist, PhD",www.drdeedeerussell.com,"8211 Village Harbor Drive Cornelius, NC 28031 ","704-931-5515 
",drdeedeerussell@aol.com,0-19,"infants, toddlers, preschoolers, children, adolescents, teens, young adults",No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Testing and evaluation
Mecklenburg,Thriveworks,https://thriveworks.com/charlotte-counseling/,"4412 Park Rd, Charlotte, NC 28209",980-581-3061,,3+,children and adults ,No,Yes ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Counseling group with multiple providers, 240 locations"
Mecklenburg,Thriveworks,https://thriveworks.com/charlotte-counseling/,"3111 Springbank Ln, Charlotte, NC 28226",704-969-2597,,3+,children and adults ,No,Yes ,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Counseling group with multiple providers
Mecklenburg,Presbyterian Psychological Serivces,http://presbypsych.org/,"5203 Sharon Rd, Charlotte, NC 28210",704-554-9900,info@presbypsych.org,,"children, adolescents",No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,"Child, family and individual therapy offered. "
Mecklenburg,Mosaic Pediatric Therapy,https://mosaicpediatrictherapy.com/,"600 Town Centre Blvd. Suite 403, Pineville, NC 28134",980-785-1113,info@mosaictherapy.com,,children,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,
Mecklenburg,The Carolina Center for ABA & Autism Treatment,https://carolinacenterforaba.com/,"9305-L Monroe Rd, Charlotte, NC 28227",980-819-0010,,,children,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,
Mecklenburg,A Bridge to Achievement,https://abridgetoachievement.com,"10502 Park Road, Suite 150, Charlotte, NC ",336-560-7878,Info@abta-aba.com,0-19,"infants, toddlers, preschoolers, children, adolescents, young adult",Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,
Mecklenburg,Thompson Child & Family Focus,https://www.thompsoncff.org/,"6800 St Peters Ln, Matthews, NC, 28105",,,0-5,"infants, toddlers, preschoolers",No,Yes ,Yes ,Yes ,Yes ,No,No,Yes,Yes ,No,Yes,No,No,No,No,No,Yes,Family Support 
Mecklenburg,Atrium Health Behavioral Health,https://atriumhealth.org/medical-services/prevention-wellness/behavioral-health/locations,"501 Billingsley Rd, Charlotte NC 28211",704-358-2700,,,"children, adolescents, adults",No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"in patient psychiatric care, adolescent outpatient behavioral health"
Mecklenburg,Atrium Health Behavioral Health,https://atriumhealth.org/medical-services/prevention-wellness/behavioral-health/locations,"16740 Davidson-Concord Rd, Davidson NC 28036",704-358-2700,,,"children, adolescents, adults",No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"in patient psychiatric care, adolescent outpatient behavioral health"
Mecklenburg,HopeWay,https://www.hopewayfoundation.org/,"1717 Sharon Rd West Charlotte, NC 28210",1-844-4673-929,info@hopewayfoundation.org,18+,adults,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Mental Health Programs 
Mecklenberg,ABS Kids ,https://www.abskids.com/locations/charlotte/,"1401 East 7th St Charlotte, NC 28204",800-434-8923,info@abskids.com,2-18,children,Yes ,Yes ,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,
Mecklenberg,Alexander Youth Network,http://www.alexanderyouthnetwork.org/,"6220 Thermal Road, Charlotte, NC 28211",855-362-8470,info@alexanderyouthnetwork.org,5-18,"children, adolescents",No,Yes ,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes ,Yes,Yes,Yes,Yes ,Trauma informed case. Rapid response crisis. Evidence-Based Treatment 
Mecklenberg,Priorities ABA,http://www.prioritiesaba.com/,"301 McCullough Dr. suite 400, Charlotte NC 28262",252-341-4192,,,,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,
Mecklenberg,Cyzner Institute,http://cyznerinstitute.com/,"7022 Sardis Rd, Charlotte NC 28270",704-366-8260,,3-13,"preschoolers, children, adolescents",Yes,Yes ,Yes ,No,No ,No,No,Yes ,Yes ,Yes,Yes ,Yes,No,No,No,Yes,Yes,Day school 
Mecklenberg,Child & Family Development,https://www.childandfamilydevelopment.com/,"4012 Park Rd Suite 200 Charlotte, NC 28209",704-332-4834,,3-18,All ages ,Yes ,Yes ,Yes,Yes,Yes,No,No,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,Yes ,"Developmental screenings, diagnostic "
Mecklenberg,Child & Family Development,https://www.childandfamilydevelopment.com/,"10516 Park Rd Charlotte, NC 28210",704-541-9080,,3-18,All ages ,Yes ,Yes ,Yes,Yes ,Yes ,No,No,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,Yes ,"Developmental screenings, diagnostic "
Mecklenberg,Child Language & Developmental Speech (CLADS),http://childspeechlanguage.com/,"709 Northeast Drive, Unit 23, Davidson, NC 28036",704-845-0561,,5-18,"children, adolescents",No,Yes ,Yes ,No,No ,No,No,Yes ,No,No,No,No,Yes ,No,No,No,Yes,
Mecklenberg,Pediatric Advance Therapy,https://www.pediatricadvancedtherapy.com/index.php,"2102 Cambridge Beltway Drive Suite E, Charlotte, NC 28273",704-799-6824,,,,Yes ,Yes ,Yes ,Yes ,Yes ,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,
Mecklenberg,Charlotte Speech and Hearing Center,,"741 Kenilworth Avenue, Suite 100, Charlotte NC 28204",704-523-8027,info@CharlotteSpeechHearing.com,,,No,Yes ,Yes ,No,No,No,No,Yes ,Yes ,No,No,No,No,No,No,No,Yes ,
Mecklenberg,Speech Therapy South Charlotte,http://www.speechwisenc.com/,"3315 Springbank Lane Ste. 206, Charlotte, NC 28226",704-847-0186 ,speechwisenc@gmail.com,,,No,Yes ,Yes ,No,No,No,No,Yes ,No,No,No,No,No,No,No,No,Yes ,
Mecklenberg,"KidSpeak Speech & Language Services, Inc",https://www.kidspeakinc.com,"6911 Shannon Willow Rd # 700, Charlotte, NC 28226",704-540-3777,info@kidspeakinc.com,,,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,
Mecklenberg,"KidSpeak Speech & Language Services, Inc",https://www.kidspeakinc.com,"8430 University Executive Park Drive, Suite 670, Charlotte, NC 28262",980-585-1793,info@kidspeakinc.com,,,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,
Mecklenberg,Crossway Pediatric Therapy and Academy,http://www.crosswaytherapy.com/,"9111 Monroe Rd. STE 100, Charlotte, NC 28270",704-847-3911,,,,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,"Charlotte's first and only therapy-based day school. Cross Academy supports students through their physical, mental, and emotional development. "
Mecklenberg,Speech Matters,http://www.speechmattersclinic.com/,"16147 Lancaster Hwy Suite 130, Charlotte, NC 28277",704-307-9541,,0+,"infants, toddlers, preschoolers, children, adolescents, adults",No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Daily living kills
Mecklenberg,Speechworks Therapy Services,www.speechworkstherapy.com,"7900 Matthews-Mint Hill Rd Suite 115, Mint Hill, North Carolina 28227",980-237-6226,info@speechworkstherapy.com,,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Teletherapy available
Mecklenberg,TerrificTalkers,www.terrifictalkers.com,"11535 Carmel Commons Blvd Suite 100, Charlotte, NC 28226",704-541-3737,info@terrifictalkers.com,1.5-18,"toddlers, preschoolers, children, adolescents",No,Yes ,Yes ,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,
Mecklenberg,Speech Tactics,http://myspeechtactics.com/,"8848 Red Oak Blvd, Charlotte, NC 28217",980-422-5887,info@myspeechtactics.com,0+,"infants, toddlers, preschoolers, children, adolescents, adults",No,Yes,Yes,No,Yes,No,NO,Yes,Yes,No,No,No,No,No,No,No,Yes,
Mecklenberg,The Brain Trainer,www.thebraintrainer.com,"8430 Rea Rd, Charlotte, NC 28277",704-541-1373,,,"children, adults",No,Yes ,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
Mecklenberg,"Complete Speech Therapy & Wellness, LLC",https://completespeechtherapyandwellness.com/,"800 Briar Creek Rd Suite EE200, Charlotte, NC 28205",704-681-1110,,,,No,Yes ,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes ,
Mecklenberg,Speech Therapy Zone,https://www.speechtherapyzone.com/,"9711 David Taylor Dr Suite 109 Charlotte, NC 28262",704-268-9658,,0-18,"infants, toddlers, preschoolers, children, adolescents",No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,
Mecklenberg,Playdate Speech Therapy,https://playdatespeechtherapy.com/,"135 S Sharon Amity Rd, Charlotte, NC 28211",704-912-4622,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes ,
Mecklenberg,"The Speech Vine, PLLC",https://www.thespeechvine.com/,"121 Greenwich Rd Suite 110, Charlotte, NC 28211",704-629-8463,info@thespeechvine.com,,,No,Yes ,Yes ,No,No,No,No,Yes ,Yes ,Yes ,Yes ,No,Yes ,No,No,No,Yes,
Mecklenberg,The Speech Mechanic,https://www.speech-mechanic.com/,"301 McCullough Dr Suite 400, Charlotte, NC 28262",704-909-2824 ,,,5-21,No,Yes,Yes,No,No,No,No,Yes ,No,Yes ,No,Yes ,Yes ,No,No,No,Yes,
Mecklenberg,Handprints and Footsteps Pediatric Therapy,http://hpfstherapy.com/,"8133 Ardrey Kell Rd Suite 104 Charlotte, NC 28277",704-413-0968,info@hpfstherapy.com,0-18,"infants, toddlers, preschoolers, children, adolescents",No,Yes ,Yes,Yes ,Yes ,No,No,Yes ,Yes ,No,No,No,No,No,No,No,Yes ,
Mecklenberg,Integration Station,myintegrationstation.com,"2110 Ben Craig Dr Suite 300, Charlotte, NC 28262",704-595-9363,info@myintegrationstation.com,2-12,"toddlers, preschoolers, children, adolescents",No,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,Yes ,No,Yes ,Yes ,Yes ,No,No,Yes,Yes ,Certified Autism Specialists
Mecklenberg,Shining Hope Farms,https://shininghopefarms.org,"3701 Kidd Lane, Charlotte, NC, 28216",704-827-3788,,,,No,Yes,Yes,Yes,Yes,No,No,Yes ,No,No,No,No,No,No,No,No,Yes,Equine therapy
Mecklenberg,Learning Charms,https://www.learningcharms.com/,"5200 Park Road, Suite 207-F, Charlotte NC 29209",980-272-1252,,2-18,"toddlers, preschoolers, children, adolescents",No,Yes ,No,No,Yes ,No,No,No,No,No,No,No,No,No,No,No,Yes ,
Mecklenberg,Kids Abilities Occupational Therapy,https://www.kidsabilitiesot.com/,"7735 Beaker Ct., Charlotte, 28269",704-503-1117,,0-21,"infants, toddlers, preschoolers, children, adolescents, young adults",No,Yes,No,No,Yes,No,No,Yes ,No,No,No,Yes ,No,No,No,No,Yes,
Mecklenberg,Pediatric Possibilities,http://www.pediatricpossibilities.com/home.html,"211 W. Matthews St. Suite 106, Matthews NC 28105",980-245-2340,,,,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes ,No,No,No,No,Yes,
Mecklenberg,Early Bird Developmental Services,http://earlybirdonline.com/,"211 W Matthews St, Suite 203, Matthews, NC 28105",704-995-2900,Sherry@earlybirdonline.com,0-21,"infants, toddlers, preschoolers, children, adolescents, young adults",No,Yes ,Yes ,Yes ,Yes ,No,No,Yes,Yes,No,Yes ,No,Yes,No,No,Yes,Yes,
Mecklenberg,Davidson Center,https://davidsoncenter.com/,"452 S Main St, Suite 110, Davidson NC 28036",704-892-4533,,5-18,"adolescents, teenagers ",No,Yes ,No,No,No,No,No,No,Yes ,Yes,Yes ,No,No,No,No,No,Yes ,"K-12 school, diagnostic center, tutoring center, test prep, college tutoring"
Mecklenberg,Aspire at Southeast Psych,www.southeastpsych.com,"6060 Piedmont Row Drive South, Suite 120, Charlotte, NC 28287",704-552-0116,,5-99,,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
Mecklenberg,Aspire at Southeast Psych,www.southeastpsych.com,"15720 Brixham Hill Avenue Suite 150 Charlotte, NC 28277",704-970-4791,,5-99,,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
Mecklenberg,The Epiphany School of Charlotte,https://epiphanyschoolcharlotte.com/,"1000 E Morehead St, Charlotte, NC 28204",704-496-9942,,3-9,"children, adolescents",No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Small class size. Low teacher to student ratio. 
